0, 2.347913369E-02 
1, 2.957313557E-02 
2, 2.676201694E-02 
3, 2.206405136E-02 
4, 2.723891865E-02 
5, 2.800262502E-02 
6, 2.220008839E-02 
7, 2.473423193E-02 
8, 2.936861218E-02 
9, 2.401183258E-02 
10, 4.519078179E-03 
