0, 2.092008318E-02 
1, 2.544937246E-02 
2, 2.256646201E-02 
3, 1.973556247E-02 
4, 2.411148605E-02 
5, 2.436237350E-02 
6, 1.985996128E-02 
7, 2.261438299E-02 
8, 2.557893293E-02 
9, 2.086839315E-02 
10, 4.516661708E-03 
