col1,col2,col3
180.0,-0.04142,0.0
216.0,-0.04023,0.02092008318
252.0,-0.03975,0.02544937246
288.0,-0.04126,0.02256646201
324.0,-0.0408,0.01973556247
360.0,-0.03957,0.02411148605
396.0,-0.0408,0.0243623735
432.0,-0.04126,0.01985996128
468.0,-0.03975,0.02261438299
504.0,-0.04023,0.02557893293
540.0,-0.04142,0.02086839315
,,0.004515486192
0.0,1.0,
