0, 2.313109782E-02 
1, 2.847983950E-02 
2, 2.572023723E-02 
3, 2.257876090E-02 
4, 2.801191523E-02 
5, 2.830704448E-02 
6, 2.213210484E-02 
7, 2.427584049E-02 
8, 2.853901232E-02 
9, 2.334811122E-02 
10, 4.516484920E-03 
