0, 1.988426693E-02 
1, 2.529590314E-02 
2, 2.204934757E-02 
3, 1.867959506E-02 
4, 2.376144784E-02 
5, 2.424409367E-02 
6, 1.882512100E-02 
7, 2.186122578E-02 
8, 2.549428950E-02 
9, 1.992102594E-02 
10, 4.518470613E-03 
