#Distance_(Ang) @%HW_=>_@%OW
       0.050000     0.000000
       0.150000     0.000000
       0.250000     0.000000
       0.350000     0.000000
       0.450000     0.000000
       0.550000     0.000000
       0.650000     0.000000
       0.750000     0.000000
       0.850000     0.000000
       0.950000    52.662089
       1.050000     0.000000
       1.150000     0.000000
       1.250000     0.000000
       1.350000     0.000000
       1.450000     0.000626
       1.550000     0.072172
       1.650000     0.739492
       1.750000     1.936218
       1.850000     2.384750
       1.950000     1.998481
       2.050000     1.411497
       2.150000     0.965901
       2.250000     0.711227
       2.350000     0.569251
       2.450000     0.545390
       2.550000     0.609071
       2.650000     0.790917
       2.750000     1.084493
       2.850000     1.522306
       2.950000     2.024178
       3.050000     2.457024
       3.150000     2.702552
       3.250000     2.740345
       3.350000     2.674202
       3.450000     2.548618
       3.550000     2.398831
       3.650000     2.216410
       3.750000     2.064151
       3.850000     1.949338
       3.950000     1.895345
       4.050000     1.868192
       4.150000     1.851205
       4.250000     1.849492
       4.350000     1.839979
       4.450000     1.839420
       4.550000     1.826979
       4.650000     1.828915
       4.750000     1.821184
       4.850000     1.816281
       4.950000     1.823581
       5.050000     1.827170
       5.150000     1.846532
       5.250000     1.861329
       5.350000     1.874633
       5.450000     1.894198
       5.550000     1.903179
       5.650000     1.906993
       5.750000     1.905032
       5.850000     1.904270
       5.950000     1.896010
       6.050000     1.888634
       6.150000     1.885744
       6.250000     1.868821
       6.350000     1.872982
       6.450000     1.871504
       6.550000     1.870853
       6.650000     1.871334
       6.750000     1.874292
       6.850000     1.876601
       6.950000     1.887112
       7.050000     1.888843
       7.150000     1.889013
       7.250000     1.895087
       7.350000     1.892978
       7.450000     1.889248
       7.550000     1.890879
       7.650000     1.886262
       7.750000     1.883545
       7.850000     1.876996
       7.950000     1.879785
       8.050000     1.873514
       8.150000     1.869652
       8.250000     1.865453
       8.350000     1.866191
       8.450000     1.862670
       8.550000     1.858307
       8.650000     1.856184
       8.750000     1.856651
       8.850000     1.857195
       8.950000     1.857996
       9.050000     1.860436
       9.150000     1.860537
       9.250000     1.860327
       9.350000     1.863446
       9.450000     1.862509
       9.550000     1.865271
       9.650000     1.868109
       9.750000     1.866215
       9.850000     1.866276
       9.950000     1.866332
      10.050000     1.864763
      10.150000     1.864736
      10.250000     1.860519
      10.350000     1.860441
      10.450000     1.861554
      10.550000     1.860111
      10.650000     1.856547
      10.750000     1.855508
      10.850000     1.857100
      10.950000     1.855306
      11.050000     1.855130
      11.150000     1.855033
      11.250000     1.854551
      11.350000     1.854342
      11.450000     1.851761
      11.550000     1.851834
      11.650000     1.851303
      11.750000     1.851019
      11.850000     1.852702
      11.950000     1.852339
      12.050000     1.852844
      12.150000     1.850035
      12.250000     1.851319
      12.350000     1.850296
      12.450000     1.851016
      12.550000     1.850719
      12.650000     1.850446
      12.750000     1.850646
      12.850000     1.848063
      12.950000     1.847510
      13.050000     1.846330
      13.150000     1.835176
      13.250000     1.817103
      13.350000     1.793462
      13.450000     1.762790
      13.550000     1.731903
      13.650000     1.699520
      13.750000     1.668605
      13.850000     1.636257
      13.950000     1.603601
      14.050000     1.572230
      14.150000     1.541876
      14.250000     1.506716
      14.350000     1.475358
      14.450000     1.443749
      14.550000     1.410118
      14.650000     1.376975
      14.750000     1.342890
      14.850000     1.311468
      14.950000     1.278862
