#Distance_(Ang) @%HW_=>_@%OW
       0.050000     0.000000
       0.150000     0.000000
       0.250000     0.000000
       0.350000     0.000000
       0.450000     0.000000
       0.550000     0.000000
       0.650000     0.000000
       0.750000     0.000000
       0.850000     0.000000
       0.950000    52.662089
       1.050000     0.000000
       1.150000     0.000000
       1.250000     0.000000
       1.350000     0.000000
       1.450000     0.000877
       1.550000     0.072611
       1.650000     0.731029
       1.750000     1.919279
       1.850000     2.349394
       1.950000     1.977912
       2.050000     1.407079
       2.150000     0.971883
       2.250000     0.711643
       2.350000     0.575642
       2.450000     0.543744
       2.550000     0.610023
       2.650000     0.781803
       2.750000     1.076692
       2.850000     1.501618
       2.950000     2.013434
       3.050000     2.431740
       3.150000     2.663452
       3.250000     2.720085
       3.350000     2.646719
       3.450000     2.516122
       3.550000     2.358965
       3.650000     2.179331
       3.750000     2.032684
       3.850000     1.922754
       3.950000     1.866790
       4.050000     1.841945
       4.150000     1.825664
       4.250000     1.831687
       4.350000     1.825753
       4.450000     1.818810
       4.550000     1.811221
       4.650000     1.796688
       4.750000     1.797567
       4.850000     1.794048
       4.950000     1.799254
       5.050000     1.804664
       5.150000     1.814970
       5.250000     1.829807
       5.350000     1.838384
       5.450000     1.858141
       5.550000     1.868778
       5.650000     1.874962
       5.750000     1.875981
       5.850000     1.871001
       5.950000     1.867656
       6.050000     1.857747
       6.150000     1.850770
       6.250000     1.838383
       6.350000     1.833648
       6.450000     1.839068
       6.550000     1.839723
       6.650000     1.834997
       6.750000     1.843736
       6.850000     1.845502
       6.950000     1.846265
       7.050000     1.848380
       7.150000     1.858678
       7.250000     1.852596
       7.350000     1.849678
       7.450000     1.849502
       7.550000     1.849182
       7.650000     1.847871
       7.750000     1.842153
       7.850000     1.839702
       7.950000     1.834390
       8.050000     1.835587
       8.150000     1.830161
       8.250000     1.822290
       8.350000     1.820395
       8.450000     1.817039
       8.550000     1.815497
       8.650000     1.813954
       8.750000     1.816962
       8.850000     1.814960
       8.950000     1.816778
       9.050000     1.813520
       9.150000     1.813399
       9.250000     1.817579
       9.350000     1.816446
       9.450000     1.818818
       9.550000     1.819172
       9.650000     1.816410
       9.750000     1.817126
       9.850000     1.819357
       9.950000     1.817404
      10.050000     1.818051
      10.150000     1.817101
      10.250000     1.815021
      10.350000     1.815477
      10.450000     1.809840
      10.550000     1.807813
      10.650000     1.806676
      10.750000     1.808936
      10.850000     1.806718
      10.950000     1.804189
      11.050000     1.804995
      11.150000     1.803607
      11.250000     1.802575
      11.350000     1.802270
      11.450000     1.801097
      11.550000     1.801854
      11.650000     1.799155
      11.750000     1.801515
      11.850000     1.796921
      11.950000     1.799561
      12.050000     1.799054
      12.150000     1.796940
      12.250000     1.798393
      12.350000     1.797245
      12.450000     1.797447
      12.550000     1.797413
      12.650000     1.796970
      12.750000     1.795052
      12.850000     1.792816
      12.950000     1.792068
      13.050000     1.792870
      13.150000     1.784680
      13.250000     1.766866
      13.350000     1.746318
      13.450000     1.719329
      13.550000     1.692345
      13.650000     1.661308
      13.750000     1.636775
      13.850000     1.607749
      13.950000     1.579740
      14.050000     1.551806
      14.150000     1.524281
      14.250000     1.494867
      14.350000     1.469488
      14.450000     1.437955
      14.550000     1.408386
      14.650000     1.377672
      14.750000     1.348680
      14.850000     1.316077
      14.950000     1.284417
