#Distance_(Ang) @%HW_=>_@%HW
       0.050000     0.000000
       0.150000     0.000000
       0.250000     0.000000
       0.350000     0.000000
       0.450000     0.000000
       0.550000     0.000000
       0.650000     0.000000
       0.750000     0.000000
       0.850000     0.000000
       0.950000     0.000000
       1.050000     0.000000
       1.150000     0.000000
       1.250000     0.000000
       1.350000     0.000072
       1.450000     0.001253
       1.550000     9.894718
       1.650000     0.033929
       1.750000     0.118503
       1.850000     0.318585
       1.950000     0.635788
       2.050000     1.073897
       2.150000     1.533577
       2.250000     1.942081
       2.350000     2.250165
       2.450000     2.386231
       2.550000     2.333886
       2.650000     2.157034
       2.750000     1.920350
       2.850000     1.729502
       2.950000     1.614413
       3.050000     1.594114
       3.150000     1.634826
       3.250000     1.702900
       3.350000     1.801689
       3.450000     1.915719
       3.550000     2.018009
       3.650000     2.080239
       3.750000     2.111306
       3.850000     2.098152
       3.950000     2.042256
       4.050000     1.967894
       4.150000     1.910364
       4.250000     1.873177
       4.350000     1.860365
       4.450000     1.852264
       4.550000     1.864641
       4.650000     1.876995
       4.750000     1.891078
       4.850000     1.891684
       4.950000     1.886175
       5.050000     1.863012
       5.150000     1.860888
       5.250000     1.846339
       5.350000     1.831015
       5.450000     1.826470
       5.550000     1.823080
       5.650000     1.827261
       5.750000     1.829070
       5.850000     1.839321
       5.950000     1.839784
       6.050000     1.844912
       6.150000     1.853413
       6.250000     1.850796
       6.350000     1.849205
       6.450000     1.847152
       6.550000     1.848693
       6.650000     1.844344
       6.750000     1.845332
       6.850000     1.844480
       6.950000     1.841051
       7.050000     1.848569
       7.150000     1.847442
       7.250000     1.852785
       7.350000     1.847764
       7.450000     1.850210
       7.550000     1.849346
       7.650000     1.846641
       7.750000     1.843199
       7.850000     1.839150
       7.950000     1.839529
       8.050000     1.835546
       8.150000     1.831722
       8.250000     1.830978
       8.350000     1.827278
       8.450000     1.823923
       8.550000     1.819180
       8.650000     1.822667
       8.750000     1.821859
       8.850000     1.816927
       8.950000     1.816055
       9.050000     1.816458
       9.150000     1.817049
       9.250000     1.814302
       9.350000     1.818012
       9.450000     1.817900
       9.550000     1.817544
       9.650000     1.816078
       9.750000     1.816537
       9.850000     1.817317
       9.950000     1.816178
      10.050000     1.818398
      10.150000     1.816778
      10.250000     1.814320
      10.350000     1.816378
      10.450000     1.812294
      10.550000     1.813999
      10.650000     1.812402
      10.750000     1.808899
      10.850000     1.808448
      10.950000     1.809950
      11.050000     1.804035
      11.150000     1.806754
      11.250000     1.802744
      11.350000     1.802840
      11.450000     1.803360
      11.550000     1.800028
      11.650000     1.802430
      11.750000     1.801991
      11.850000     1.801058
      11.950000     1.803188
      12.050000     1.799436
      12.150000     1.800963
      12.250000     1.799811
      12.350000     1.798123
      12.450000     1.796482
      12.550000     1.795012
      12.650000     1.797534
      12.750000     1.796202
      12.850000     1.796184
      12.950000     1.794481
      13.050000     1.793010
      13.150000     1.785863
      13.250000     1.769371
      13.350000     1.748745
      13.450000     1.721885
      13.550000     1.693210
      13.650000     1.665869
      13.750000     1.637737
      13.850000     1.610798
      13.950000     1.580550
      14.050000     1.553677
      14.150000     1.522391
      14.250000     1.495440
      14.350000     1.468876
      14.450000     1.437593
      14.550000     1.408522
      14.650000     1.378871
      14.750000     1.350871
      14.850000     1.319291
      14.950000     1.286956
