          5.095954829746      2.292571533860      0.000000000000	   5.096900419614      2.293909512579      0.000000000000
          6.055697983876      2.334306924904      0.000000000000	   6.056885977490      2.332464206245      0.000000000000
          4.814927490905      3.211196810884      0.000000000000	   4.812793907422      3.211701550824      0.000000000000
